# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Jun 2006,1052,SUMMIT MEADOW,53,25.1,46,24.7,75,30,0.10,,9313,2003-09-22,2100-01-01"
"Jul 2006,1052,SUMMIT MEADOW,59,0.0,0,24.8,76,41,0.70,,9313,2003-09-22,2100-01-01"
"Aug 2006,1052,SUMMIT MEADOW,55,0.0,0,25.5,71,39,0.70,,9313,2003-09-22,2100-01-01"
"Sep 2006,1052,SUMMIT MEADOW,50,0.0,0,26.2,70,22,0.00,,9313,2003-09-22,2100-01-01"
"Oct 2006,1052,SUMMIT MEADOW,40,0.0,0,0.0,59,21,0.90,,9313,2003-09-22,2100-01-01"
"Nov 2006,1052,SUMMIT MEADOW,35,0.0,0,0.9,59,4,1.10,,9313,2003-09-22,2100-01-01"
"Dec 2006,1052,SUMMIT MEADOW,30,0.0,0,2.0,53,2,2.10,,9313,2003-09-22,2100-01-01"
"Jan 2007,1052,SUMMIT MEADOW,24,2.1,12,4.1,50,-11,2.80,,9313,2003-09-22,2100-01-01"
"Feb 2007,1052,SUMMIT MEADOW,27,4.9,17,5.4,52,6,6.60,,9313,2003-09-22,2100-01-01"
"Mar 2007,1052,SUMMIT MEADOW,35,11.5,53,10.1,56,8,1.30,,9313,2003-09-22,2100-01-01"
"Apr 2007,1052,SUMMIT MEADOW,35,11.4,31,11.4,61,12,1.40,,9313,2003-09-22,2100-01-01"
"May 2007,1052,SUMMIT MEADOW,44,5.0,14,12.8,65,14,0.30,,9313,2003-09-22,2100-01-01"
"Jun 2007,1052,SUMMIT MEADOW,52,0.0,0,13.1,70,23,0.00,,9313,2003-09-22,2100-01-01"
"Jul 2007,1052,SUMMIT MEADOW,60,0.0,0,13.1,81,40,0.00,,9313,2003-09-22,2100-01-01"
"Aug 2007,1052,SUMMIT MEADOW,58,0.0,0,13.1,77,40,2.30,,9313,2003-09-22,2100-01-01"
"Sep 2007,1052,SUMMIT MEADOW,47,0.0,0,15.4,70,26,0.50,,9313,2003-09-22,2100-01-01"
"Oct 2007,1052,SUMMIT MEADOW,40,0.0,0,0.0,69,16,0.90,,9313,2003-09-22,2100-01-01"
"Nov 2007,1052,SUMMIT MEADOW,38,0.0,0,0.9,59,10,0.50,,9313,2003-09-22,2100-01-01"
"Dec 2007,1052,SUMMIT MEADOW,26,0.0,0,1.4,51,-1,3.90,,9313,2003-09-22,2100-01-01"
"Jan 2008,1052,SUMMIT MEADOW,24,3.9,15,4.6,49,3,13.20,,9313,2003-09-22,2100-01-01"
"Feb 2008,1052,SUMMIT MEADOW,29,17.1,56,13.3,53,4,7.80,,9313,2003-09-22,2100-01-01"
"Mar 2008,1052,SUMMIT MEADOW,30,24.9,65,18.1,51,8,0.50,,9313,2003-09-22,2100-01-01"
"Apr 2008,1052,SUMMIT MEADOW,33,25.1,51,18.6,55,13,0.00,,9313,2003-09-22,2100-01-01"
"May 2008,1052,SUMMIT MEADOW,40,17.9,30,18.6,68,16,1.80,,9313,2003-09-22,2100-01-01"
"Jun 2008,1052,SUMMIT MEADOW,51,0.8,1,20.4,69,27,0.00,,9313,2003-09-22,2100-01-01"
"Jul 2008,1052,SUMMIT MEADOW,59,0.0,0,20.4,73,45,0.20,,9313,2003-09-22,2100-01-01"
"Aug 2008,1052,SUMMIT MEADOW,58,0.0,0,20.6,75,38,0.00,,9313,2003-09-22,2100-01-01"
"Sep 2008,1052,SUMMIT MEADOW,52,0.0,0,20.6,70,28,0.00,,9313,2003-09-22,2100-01-01"
"Oct 2008,1052,SUMMIT MEADOW,42,0.0,0,0.0,65,9,0.50,,9313,2003-09-22,2100-01-01"
"Nov 2008,1052,SUMMIT MEADOW,37,0.0,0,0.5,60,13,2.60,,9313,2003-09-22,2100-01-01"
"Dec 2008,1052,SUMMIT MEADOW,28,0.4,2,3.1,59,2,3.60,,9313,2003-09-22,2100-01-01"
"Jan 2009,1052,SUMMIT MEADOW,32,3.6,14,6.7,52,2,4.20,,9313,2003-09-22,2100-01-01"
"Feb 2009,1052,SUMMIT MEADOW,26,7.4,29,10.9,52,-1,4.90,,9313,2003-09-22,2100-01-01"
"Mar 2009,1052,SUMMIT MEADOW,28,12.3,40,15.8,52,6,6.40,,9313,2003-09-22,2100-01-01"
"Apr 2009,1052,SUMMIT MEADOW,33,18.7,46,19.7,60,4,1.50,,9313,2003-09-22,2100-01-01"
"May 2009,1052,SUMMIT MEADOW,46,11.9,29,21.2,66,30,1.50,,9313,2003-09-22,2100-01-01"
"Jun 2009,1052,SUMMIT MEADOW,46,0.0,0,22.7,74,28,0.80,,9313,2003-09-22,2100-01-01"
"Jul 2009,1052,SUMMIT MEADOW,,0.0,0,23.5,,,0.80,,9313,2003-09-22,2100-01-01"
"Aug 2009,1052,SUMMIT MEADOW,54,0.0,0,24.3,75,32,1.20,,9313,2003-09-22,2100-01-01"
"Sep 2009,1052,SUMMIT MEADOW,53,0.0,0,25.5,71,20,0.40,,9313,2003-09-22,2100-01-01"
"Oct 2009,1052,SUMMIT MEADOW,38,0.0,0,0.0,60,11,3.30,,9313,2003-09-22,2100-01-01"
"Nov 2009,1052,SUMMIT MEADOW,36,0.0,0,3.3,63,14,3.20,,9313,2003-09-22,2100-01-01"
"Dec 2009,1052,SUMMIT MEADOW,27,3.2,16,5.1,53,-4,3.30,,9313,2003-09-22,2100-01-01"
"Jan 2010,1052,SUMMIT MEADOW,28,6.5,23,8.4,46,8,7.30,,9313,2003-09-22,2100-01-01"
"Feb 2010,1052,SUMMIT MEADOW,28,13.8,48,14.3,47,6,5.70,,9313,2003-09-22,2100-01-01"
"Mar 2010,1052,SUMMIT MEADOW,28,19.5,63,18.6,51,6,2.80,,9313,2003-09-22,2100-01-01"
"Apr 2010,1052,SUMMIT MEADOW,29,22.3,61,21.4,53,6,2.90,,9313,2003-09-22,2100-01-01"
"May 2010,1052,SUMMIT MEADOW,34,24.4,61,24.3,54,14,1.40,,9313,2003-09-22,2100-01-01"
"Jun 2010,1052,SUMMIT MEADOW,48,15.0,30,25.7,73,29,0.30,,9313,2003-09-22,2100-01-01"
"Jul 2010,1052,SUMMIT MEADOW,58,0.0,0,26.0,75,35,0.70,,9313,2003-09-22,2100-01-01"
"Aug 2010,1052,SUMMIT MEADOW,54,0.0,0,26.7,76,30,0.10,,9313,2003-09-22,2100-01-01"
"Sep 2010,1052,SUMMIT MEADOW,52,0.0,0,26.8,72,29,0.00,,9313,2003-09-22,2100-01-01"
"Oct 2010,1052,SUMMIT MEADOW,40,0.0,0,0.0,69,19,6.40,,9313,2003-09-22,2100-01-01"
"Nov 2010,1052,SUMMIT MEADOW,31,0.0,0,6.4,63,2,4.80,,9313,2003-09-22,2100-01-01"
"Dec 2010,1052,SUMMIT MEADOW,30,4.8,20,10.3,53,0,12.00,,9313,2003-09-22,2100-01-01"
"Jan 2011,1052,SUMMIT MEADOW,32,16.8,58,19.5,52,5,1.60,,9313,2003-09-22,2100-01-01"
"Feb 2011,1052,SUMMIT MEADOW,23,17.9,52,21.1,47,0,6.60,,9313,2003-09-22,2100-01-01"
"Mar 2011,1052,SUMMIT MEADOW,28,24.5,77,26.5,60,12,16.20,,9313,2003-09-22,2100-01-01"
"Apr 2011,1052,SUMMIT MEADOW,32,40.7,101,37.8,57,2,1.20,,9313,2003-09-22,2100-01-01"
"May 2011,1052,SUMMIT MEADOW,35,36.9,78,39.0,54,12,1.20,,9313,2003-09-22,2100-01-01"
"Jun 2011,1052,SUMMIT MEADOW,46,25.9,50,40.2,67,20,1.80,,9313,2003-09-22,2100-01-01"
"Jul 2011,1052,SUMMIT MEADOW,55,0.0,0,42.0,73,36,0.50,,9313,2003-09-22,2100-01-01"
"Aug 2011,1052,SUMMIT MEADOW,57,0.0,0,42.5,73,43,0.00,,9313,2003-09-22,2100-01-01"
"Sep 2011,1052,SUMMIT MEADOW,52,0.0,0,42.5,70,37,0.60,,9313,2003-09-22,2100-01-01"
"Oct 2011,1052,SUMMIT MEADOW,43,0.0,0,0.0,63,16,1.20,,9313,2003-09-22,2100-01-01"
"Nov 2011,1052,SUMMIT MEADOW,32,0.0,0,1.2,55,8,1.00,,9313,2003-09-22,2100-01-01"
"Dec 2011,1052,SUMMIT MEADOW,28,1.0,3,2.1,52,2,0.70,,9313,2003-09-22,2100-01-01"
"Jan 2012,1052,SUMMIT MEADOW,34,1.2,3,2.8,54,10,4.00,,9313,2003-09-22,2100-01-01"
"Feb 2012,1052,SUMMIT MEADOW,27,4.8,20,6.8,50,7,1.40,,9313,2003-09-22,2100-01-01"
"Mar 2012,1052,SUMMIT MEADOW,29,6.2,28,8.2,54,1,3.00,,9313,2003-09-22,2100-01-01"
"Apr 2012,1052,SUMMIT MEADOW,35,9.2,33,11.2,60,6,2.20,,9313,2003-09-22,2100-01-01"
"May 2012,1052,SUMMIT MEADOW,44,0.0,0,13.4,66,21,0.40,,9313,2003-09-22,2100-01-01"
"Jun 2012,1052,SUMMIT MEADOW,48,0.0,0,13.8,85,2,0.40,,9313,2003-09-22,2100-01-01"
"Jul 2012,1052,SUMMIT MEADOW,58,0.0,0,14.2,75,42,0.00,,9313,2003-09-22,2100-01-01"
"Aug 2012,1052,SUMMIT MEADOW,58,0.0,0,14.2,77,42,5.00,,9313,2003-09-22,2100-01-01"
"Sep 2012,1052,SUMMIT MEADOW,53,0.0,0,19.2,68,37,0.10,,9313,2003-09-22,2100-01-01"
"Oct 2012,1052,SUMMIT MEADOW,44,0.0,0,0.0,68,20,0.60,,9313,2003-09-22,2100-01-01"
"Nov 2012,1052,SUMMIT MEADOW,35,0.0,0,0.6,63,7,3.70,,9313,2003-09-22,2100-01-01"
"Dec 2012,1052,SUMMIT MEADOW,25,3.7,23,3.5,44,-1,7.70,,9313,2003-09-22,2100-01-01"
"Jan 2013,1052,SUMMIT MEADOW,27,11.4,45,10.4,48,-4,1.20,,9313,2003-09-22,2100-01-01"
"Feb 2013,1052,SUMMIT MEADOW,26,12.3,40,11.6,48,4,0.70,,9313,2003-09-22,2100-01-01"
"Mar 2013,1052,SUMMIT MEADOW,34,13.0,40,12.2,54,15,1.60,,9313,2003-09-22,2100-01-01"
"Apr 2013,1052,SUMMIT MEADOW,36,11.6,29,13.8,60,13,1.50,,9313,2003-09-22,2100-01-01"
"May 2013,1052,SUMMIT MEADOW,42,0.0,0,15.3,62,23,0.90,,9313,2003-09-22,2100-01-01"
"Jun 2013,1052,SUMMIT MEADOW,53,0.0,0,16.2,76,31,1.20,,9313,2003-09-22,2100-01-01"
"Jul 2013,1052,SUMMIT MEADOW,59,0.0,0,17.4,78,44,0.60,,9313,2003-09-22,2100-01-01"
"Aug 2013,1052,SUMMIT MEADOW,55,0.0,0,18.0,72,40,0.30,,9313,2003-09-22,2100-01-01"
"Sep 2013,1052,SUMMIT MEADOW,49,0.0,0,18.3,67,22,0.40,,9313,2003-09-22,2100-01-01"
"Oct 2013,1052,SUMMIT MEADOW,39,0.0,0,0.0,68,18,0.90,,9313,2003-09-22,2100-01-01"
"Nov 2013,1052,SUMMIT MEADOW,35,0.3,1,0.9,60,10,0.30,,9313,2003-09-22,2100-01-01"
"Dec 2013,1052,SUMMIT MEADOW,30,0.6,1,1.2,56,-3,1.40,,9313,2003-09-22,2100-01-01"
"Jan 2014,1052,SUMMIT MEADOW,34,2.0,8,2.6,52,7,2.50,,9313,2003-09-22,2100-01-01"
"Feb 2014,1052,SUMMIT MEADOW,31,4.2,22,5.1,49,4,4.40,,9313,2003-09-22,2100-01-01"
"Mar 2014,1052,SUMMIT MEADOW,,8.6,36,9.4,,,,,9313,2003-09-22,2100-01-01"
"Oct 1978,587,LOBDELL LAKE,,0.0,,0.0,,,0.80,,9233,1978-10-01,2100-01-01"
"Nov 1978,587,LOBDELL LAKE,,0.7,,0.8,,,2.10,,9233,1978-10-01,2100-01-01"
"Dec 1978,587,LOBDELL LAKE,,2.1,,2.9,,,2.40,,9233,1978-10-01,2100-01-01"
"Jan 1979,587,LOBDELL LAKE,,4.3,,5.3,,,4.60,,9233,1978-10-01,2100-01-01"
"Feb 1979,587,LOBDELL LAKE,,8.6,,9.9,,,4.70,,9233,1978-10-01,2100-01-01"
"Mar 1979,587,LOBDELL LAKE,,12.8,,14.6,,,4.20,,9233,1978-10-01,2100-01-01"
"Apr 1979,587,LOBDELL LAKE,,16.0,,18.8,,,1.30,,9233,1978-10-01,2100-01-01"
"May 1979,587,LOBDELL LAKE,,12.7,,20.1,,,1.10,,9233,1978-10-01,2100-01-01"
"Jun 1979,587,LOBDELL LAKE,,0.0,,21.2,,,0.00,,9233,1978-10-01,2100-01-01"
"Jul 1979,587,LOBDELL LAKE,,0.0,,21.2,,,0.70,,9233,1978-10-01,2100-01-01"
"Aug 1979,587,LOBDELL LAKE,,0.0,,21.9,,,0.70,,9233,1978-10-01,2100-01-01"
"Sep 1979,587,LOBDELL LAKE,,0.0,,22.6,,,0.00,,9233,1978-10-01,2100-01-01"
"Oct 1979,587,LOBDELL LAKE,,0.0,,0.0,,,1.50,,9233,1978-10-01,2100-01-01"
"Nov 1979,587,LOBDELL LAKE,,0.0,,1.5,,,1.40,,9233,1978-10-01,2100-01-01"
"Dec 1979,587,LOBDELL LAKE,,0.3,,2.9,,,4.30,,9233,1978-10-01,2100-01-01"
"Jan 1980,587,LOBDELL LAKE,,3.9,,7.2,,,8.20,,9233,1978-10-01,2100-01-01"
"Feb 1980,587,LOBDELL LAKE,,11.2,,15.4,,,8.90,,9233,1978-10-01,2100-01-01"
"Mar 1980,587,LOBDELL LAKE,,20.1,,24.0,,,2.80,,9233,1978-10-01,2100-01-01"
"Apr 1980,587,LOBDELL LAKE,,22.9,,26.8,,,2.80,,9233,1978-10-01,2100-01-01"
"May 1980,587,LOBDELL LAKE,,17.4,,29.6,,,3.10,,9233,1978-10-01,2100-01-01"
"Jun 1980,587,LOBDELL LAKE,,5.4,,32.7,,,0.10,,9233,1978-10-01,2100-01-01"
"Jul 1980,587,LOBDELL LAKE,,0.0,,32.8,,,0.10,,9233,1978-10-01,2100-01-01"
"Aug 1980,587,LOBDELL LAKE,,0.0,,32.9,,,0.30,,9233,1978-10-01,2100-01-01"
"Sep 1980,587,LOBDELL LAKE,,0.0,,33.2,,,2.10,,9233,1978-10-01,2100-01-01"
"Oct 1980,587,LOBDELL LAKE,,0.0,,0.0,,,1.00,,9233,1978-10-01,2100-01-01"
"Nov 1980,587,LOBDELL LAKE,,0.0,,1.0,,,1.10,,9233,1978-10-01,2100-01-01"
"Dec 1980,587,LOBDELL LAKE,,0.9,,2.1,,,2.90,,9233,1978-10-01,2100-01-01"
"Jan 1981,587,LOBDELL LAKE,,3.2,,5.0,,,4.70,,9233,1978-10-01,2100-01-01"
"Feb 1981,587,LOBDELL LAKE,,7.2,,9.7,,,1.10,,9233,1978-10-01,2100-01-01"
"Mar 1981,587,LOBDELL LAKE,,8.1,,10.8,,,5.90,,9233,1978-10-01,2100-01-01"
"Apr 1981,587,LOBDELL LAKE,,12.5,,16.7,,,0.80,,9233,1978-10-01,2100-01-01"
"May 1981,587,LOBDELL LAKE,,3.1,,17.5,,,1.60,,9233,1978-10-01,2100-01-01"
"Jun 1981,587,LOBDELL LAKE,,0.0,,19.1,,,0.40,,9233,1978-10-01,2100-01-01"
"Jul 1981,587,LOBDELL LAKE,,0.0,,19.5,,,0.20,,9233,1978-10-01,2100-01-01"
"Aug 1981,587,LOBDELL LAKE,,0.0,,19.7,,,0.00,,9233,1978-10-01,2100-01-01"
"Sep 1981,587,LOBDELL LAKE,,0.0,,19.7,,,0.50,,9233,1978-10-01,2100-01-01"
"Oct 1981,587,LOBDELL LAKE,,0.0,,0.0,,,3.20,,9233,1978-10-01,2100-01-01"
"Nov 1981,587,LOBDELL LAKE,,1.9,,3.2,,,4.80,,9233,1978-10-01,2100-01-01"
"Dec 1981,587,LOBDELL LAKE,,6.4,,8.0,,,4.00,,9233,1978-10-01,2100-01-01"
"Jan 1982,587,LOBDELL LAKE,,10.4,,11.2,,,7.60,,9233,1978-10-01,2100-01-01"
"Feb 1982,587,LOBDELL LAKE,,18.0,,18.8,,,4.60,,9233,1978-10-01,2100-01-01"
"Mar 1982,587,LOBDELL LAKE,,22.6,,22.1,,,6.20,,9233,1978-10-01,2100-01-01"
"Apr 1982,587,LOBDELL LAKE,,28.8,,27.8,,,3.00,,9233,1978-10-01,2100-01-01"
"May 1982,587,LOBDELL LAKE,,25.8,,30.8,,,0.50,,9233,1978-10-01,2100-01-01"
"Jun 1982,587,LOBDELL LAKE,,0.0,,31.3,,,3.70,,9233,1978-10-01,2100-01-01"
"Jul 1982,587,LOBDELL LAKE,,0.0,,35.0,,,1.20,,9233,1978-10-01,2100-01-01"
"Aug 1982,587,LOBDELL LAKE,,0.0,,36.2,,,0.60,,9233,1978-10-01,2100-01-01"
"Sep 1982,587,LOBDELL LAKE,,0.0,,36.8,,,2.80,,9233,1978-10-01,2100-01-01"
"Oct 1982,587,LOBDELL LAKE,,0.7,,0.0,,,3.90,,9233,1978-10-01,2100-01-01"
"Nov 1982,587,LOBDELL LAKE,,2.7,,3.9,,,7.10,,9233,1978-10-01,2100-01-01"
"Dec 1982,587,LOBDELL LAKE,,9.8,,9.8,,,5.30,,9233,1978-10-01,2100-01-01"
"Jan 1983,587,LOBDELL LAKE,,15.1,,15.0,,,8.00,,9233,1978-10-01,2100-01-01"
"Feb 1983,587,LOBDELL LAKE,,23.1,,21.5,,,10.50,,9233,1978-10-01,2100-01-01"
"Mar 1983,587,LOBDELL LAKE,,33.6,,29.6,,,5.90,,9233,1978-10-01,2100-01-01"
"Apr 1983,587,LOBDELL LAKE,,39.5,,34.3,,,3.20,,9233,1978-10-01,2100-01-01"
"May 1983,587,LOBDELL LAKE,,42.7,,37.4,,,0.80,,9233,1978-10-01,2100-01-01"
"Jun 1983,587,LOBDELL LAKE,,18.8,,38.2,,,0.60,,9233,1978-10-01,2100-01-01"
"Jul 1983,587,LOBDELL LAKE,,0.0,,38.8,,,0.00,,9233,1978-10-01,2100-01-01"
"Aug 1983,587,LOBDELL LAKE,,0.0,,38.8,,,2.50,,9233,1978-10-01,2100-01-01"
"Sep 1983,587,LOBDELL LAKE,,0.0,,41.3,,,1.00,,9233,1978-10-01,2100-01-01"
"Oct 1983,587,LOBDELL LAKE,,0.0,,0.0,,,0.90,,9233,1978-10-01,2100-01-01"
"Nov 1983,587,LOBDELL LAKE,,0.0,,0.9,,,8.30,,9233,1978-10-01,2100-01-01"
"Dec 1983,587,LOBDELL LAKE,,8.1,,9.2,,,7.20,,9233,1978-10-01,2100-01-01"
"Jan 1984,587,LOBDELL LAKE,,15.3,,15.7,,,1.00,,9233,1978-10-01,2100-01-01"
"Feb 1984,587,LOBDELL LAKE,,14.2,,16.7,,,2.80,,9233,1978-10-01,2100-01-01"
"Mar 1984,587,LOBDELL LAKE,,16.4,,19.5,,,3.40,,9233,1978-10-01,2100-01-01"
"Apr 1984,587,LOBDELL LAKE,,19.8,,21.3,,,2.40,,9233,1978-10-01,2100-01-01"
"May 1984,587,LOBDELL LAKE,,15.6,,23.7,,,0.00,,9233,1978-10-01,2100-01-01"
"Jun 1984,587,LOBDELL LAKE,,0.0,,23.7,,,0.50,,9233,1978-10-01,2100-01-01"
"Jul 1984,587,LOBDELL LAKE,,0.0,,24.2,,,0.10,,9233,1978-10-01,2100-01-01"
"Aug 1984,587,LOBDELL LAKE,,0.0,,24.3,,,0.40,,9233,1978-10-01,2100-01-01"
"Sep 1984,587,LOBDELL LAKE,,0.0,,24.7,,,0.30,,9233,1978-10-01,2100-01-01"
"Oct 1984,587,LOBDELL LAKE,,0.0,,0.0,,,2.50,,9233,1978-10-01,2100-01-01"
"Nov 1984,587,LOBDELL LAKE,,1.3,,2.5,,,5.00,,9233,1978-10-01,2100-01-01"
"Dec 1984,587,LOBDELL LAKE,,5.6,,7.5,,,1.40,,9233,1978-10-01,2100-01-01"
"Jan 1985,587,LOBDELL LAKE,,6.7,,8.9,,,1.20,,9233,1978-10-01,2100-01-01"
"Feb 1985,587,LOBDELL LAKE,,7.9,,9.9,,,2.20,,9233,1978-10-01,2100-01-01"
"Mar 1985,587,LOBDELL LAKE,,9.8,,12.1,,,6.40,,9233,1978-10-01,2100-01-01"
"Apr 1985,587,LOBDELL LAKE,,15.7,,18.5,,,0.60,,9233,1978-10-01,2100-01-01"
"May 1985,587,LOBDELL LAKE,,5.6,,19.1,,,0.20,,9233,1978-10-01,2100-01-01"
"Jun 1985,587,LOBDELL LAKE,,0.0,,19.3,,,0.00,,9233,1978-10-01,2100-01-01"
"Jul 1985,587,LOBDELL LAKE,,0.0,,19.3,,,2.20,,9233,1978-10-01,2100-01-01"
"Aug 1985,587,LOBDELL LAKE,,0.0,,21.5,,,0.10,,9233,1978-10-01,2100-01-01"
"Sep 1985,587,LOBDELL LAKE,,0.0,,21.6,,,2.50,,9233,1978-10-01,2100-01-01"
"Oct 1985,587,LOBDELL LAKE,,0.0,,0.0,,,2.30,,9233,1978-10-01,2100-01-01"
"Nov 1985,587,LOBDELL LAKE,,0.2,,2.3,,,4.00,,9233,1978-10-01,2100-01-01"
"Dec 1985,587,LOBDELL LAKE,,3.2,,6.3,,,2.40,,9233,1978-10-01,2100-01-01"
"Jan 1986,587,LOBDELL LAKE,,5.5,,8.7,,,1.30,,9233,1978-10-01,2100-01-01"
"Feb 1986,587,LOBDELL LAKE,,6.4,,10.0,,,16.60,,9233,1978-10-01,2100-01-01"
"Mar 1986,587,LOBDELL LAKE,,22.8,,26.6,,,5.10,,9233,1978-10-01,2100-01-01"
"Apr 1986,587,LOBDELL LAKE,,27.9,,31.7,,,1.90,,9233,1978-10-01,2100-01-01"
"May 1986,587,LOBDELL LAKE,,20.3,,33.6,,,0.20,,9233,1978-10-01,2100-01-01"
"Jun 1986,587,LOBDELL LAKE,,0.0,,33.8,,,0.10,,9233,1978-10-01,2100-01-01"
"Jul 1986,587,LOBDELL LAKE,,0.0,,33.9,,,0.70,,9233,1978-10-01,2100-01-01"
"Aug 1986,587,LOBDELL LAKE,,0.0,,34.6,,,0.70,,9233,1978-10-01,2100-01-01"
"Sep 1986,587,LOBDELL LAKE,,0.0,,35.3,,,0.90,,9233,1978-10-01,2100-01-01"
"Oct 1986,587,LOBDELL LAKE,,0.0,,0.0,,,0.70,,9233,1978-10-01,2100-01-01"
"Nov 1986,587,LOBDELL LAKE,,0.0,,0.7,,,0.30,,9233,1978-10-01,2100-01-01"
"Dec 1986,587,LOBDELL LAKE,,0.3,,1.0,,,0.50,,9233,1978-10-01,2100-01-01"
"Jan 1987,587,LOBDELL LAKE,,0.4,,1.5,,,3.30,,9233,1978-10-01,2100-01-01"
"Feb 1987,587,LOBDELL LAKE,,3.7,,4.8,,,3.70,,9233,1978-10-01,2100-01-01"
"Mar 1987,587,LOBDELL LAKE,,7.4,,8.1,,,2.80,,9233,1978-10-01,2100-01-01"
"Apr 1987,587,LOBDELL LAKE,,9.5,,10.9,,,0.50,,9233,1978-10-01,2100-01-01"
"May 1987,587,LOBDELL LAKE,,0.0,,11.4,,,3.70,,9233,1978-10-01,2100-01-01"
"Jun 1987,587,LOBDELL LAKE,,0.0,,15.1,,,1.00,,9233,1978-10-01,2100-01-01"
"Jul 1987,587,LOBDELL LAKE,,0.1,,16.1,,,0.10,,9233,1978-10-01,2100-01-01"
"Aug 1987,587,LOBDELL LAKE,,0.0,,16.2,,,0.00,,9233,1978-10-01,2100-01-01"
"Sep 1987,587,LOBDELL LAKE,,0.0,,16.2,,,0.10,,9233,1978-10-01,2100-01-01"
"Oct 1987,587,LOBDELL LAKE,,0.0,,0.0,,,1.10,,9233,1978-10-01,2100-01-01"
"Nov 1987,587,LOBDELL LAKE,,0.2,,1.1,,,2.10,,9233,1978-10-01,2100-01-01"
"Dec 1987,587,LOBDELL LAKE,,1.8,,3.2,,,2.50,,9233,1978-10-01,2100-01-01"
"Jan 1988,587,LOBDELL LAKE,,3.4,,5.7,,,3.10,,9233,1978-10-01,2100-01-01"
"Feb 1988,587,LOBDELL LAKE,,6.2,,8.8,,,0.20,,9233,1978-10-01,2100-01-01"
"Mar 1988,587,LOBDELL LAKE,,6.3,,9.0,,,0.90,,9233,1978-10-01,2100-01-01"
"Apr 1988,587,LOBDELL LAKE,,6.1,,9.9,,,1.70,,9233,1978-10-01,2100-01-01"
"May 1988,587,LOBDELL LAKE,,0.3,,11.6,,,1.20,,9233,1978-10-01,2100-01-01"
"Jun 1988,587,LOBDELL LAKE,,0.2,,12.8,,,0.30,,9233,1978-10-01,2100-01-01"
"Jul 1988,587,LOBDELL LAKE,,0.0,,13.1,,,0.60,,9233,1978-10-01,2100-01-01"
"Aug 1988,587,LOBDELL LAKE,,0.0,,13.7,,,1.20,,9233,1978-10-01,2100-01-01"
"Sep 1988,587,LOBDELL LAKE,,0.0,,14.9,,,0.40,,9233,1978-10-01,2100-01-01"
"Oct 1988,587,LOBDELL LAKE,32,0.0,,0.0,32,32,0.00,,9233,1978-10-01,2100-01-01"
"Nov 1988,587,LOBDELL LAKE,32,0.0,,0.0,32,32,4.60,,9233,1978-10-01,2100-01-01"
"Dec 1988,587,LOBDELL LAKE,32,4.6,,4.6,32,32,3.10,,9233,1978-10-01,2100-01-01"
"Jan 1989,587,LOBDELL LAKE,32,6.9,,7.7,32,32,1.50,,9233,1978-10-01,2100-01-01"
"Feb 1989,587,LOBDELL LAKE,32,8.4,,9.0,32,32,1.80,,9233,1978-10-01,2100-01-01"
"Mar 1989,587,LOBDELL LAKE,32,9.7,,10.8,32,32,3.80,,9233,1978-10-01,2100-01-01"
"Apr 1989,587,LOBDELL LAKE,32,13.4,,14.6,32,32,0.60,,9233,1978-10-01,2100-01-01"
"May 1989,587,LOBDELL LAKE,32,0.0,,15.2,32,32,3.80,,9233,1978-10-01,2100-01-01"
"Jun 1989,587,LOBDELL LAKE,32,0.0,,19.0,32,32,1.40,,9233,1978-10-01,2100-01-01"
"Jul 1989,587,LOBDELL LAKE,32,0.0,,20.4,32,32,0.00,,9233,1978-10-01,2100-01-01"
"Aug 1989,587,LOBDELL LAKE,40,0.0,,20.4,,24,1.60,,9233,1978-10-01,2100-01-01"
"Sep 1989,587,LOBDELL LAKE,46,0.0,,22.0,75,26,4.40,,9233,1978-10-01,2100-01-01"
"Oct 1989,587,LOBDELL LAKE,36,0.0,,0.0,67,5,0.90,,9233,1978-10-01,2100-01-01"
"Nov 1989,587,LOBDELL LAKE,33,0.0,,0.9,67,0,2.10,,9233,1978-10-01,2100-01-01"
"Dec 1989,587,LOBDELL LAKE,29,2.1,,2.5,57,6,0.30,,9233,1978-10-01,2100-01-01"
"Jan 1990,587,LOBDELL LAKE,22,2.1,,2.8,55,-2,2.90,,9233,1978-10-01,2100-01-01"
"Feb 1990,587,LOBDELL LAKE,20,5.0,,5.7,57,-12,3.60,,9233,1978-10-01,2100-01-01"
"Mar 1990,587,LOBDELL LAKE,28,8.6,,9.1,56,-5,0.90,,9233,1978-10-01,2100-01-01"
"Apr 1990,587,LOBDELL LAKE,35,7.5,,10.0,63,13,2.00,,9233,1978-10-01,2100-01-01"
"May 1990,587,LOBDELL LAKE,37,0.7,,12.0,67,13,0.90,,9233,1978-10-01,2100-01-01"
"Jun 1990,587,LOBDELL LAKE,49,0.0,,12.9,77,14,0.10,,9233,1978-10-01,2100-01-01"
